area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,R,All Wired and Licensed Fixed Wireless,0.938718663,0.899721448,0.766945218,0.683379759,0.381615599,0.381615599
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,B,All Wired and Licensed Fixed Wireless,0.964716806,0.928505107,0.864438254,0.696378830,0.459610028,0.459610028
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,R,Copper,0.812441968,0.625812442,0,0,0,0
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,B,Copper,0.812441968,0.625812442,0,0,0,0
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,R,Cable/Fiber,0.381615599,0.381615599,0.381615599,0.381615599,0.381615599,0.381615599
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,B,Cable/Fiber,0.459610028,0.459610028,0.459610028,0.459610028,0.459610028,0.459610028
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,R,Cable,0.000000000,0,0,0,0,0
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,B,Cable,0,0,0,0,0.000000000,0
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,R,Fiber,0.381615599,0.381615599,0.381615599,0.381615599,0.381615599,0.381615599
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,B,Fiber,0.459610028,0.459610028,0.459610028,0.459610028,0.459610028,0.459610028
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,R,All Fixed Wireless,0.837511606,0.672237697,0.668523677,0.584029712,0,0
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,B,All Fixed Wireless,0.948003714,0.777158774,0.777158774,0.559888579,0,0
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,R,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,B,Unlicensed Fixed Wireless,0.000000000,0,0,0,0,0
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,R,Licensed Fixed Wireless,0.837511606,0.672237697,0.668523677,0.584029712,0,0.000000000
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,B,Licensed Fixed Wireless,0.948003714,0.777158774,0.777158774,0.559888579,0,0.000000000
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,R,Other,0,0,0,0,0,0.000000000
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,B,Other,0.000000000,0,0,0,0,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,R,All Wired,1.000000000,1.000000000,1.000000000,0.002096436,0.000000000,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,B,All Wired,1.000000000,1.000000000,1.000000000,0.002096436,0,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,0.542976939,0.000000000,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,0.593291405,0,0.000000000
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.542976939,0.000000000,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.593291405,0.000000000,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,R,Copper,0.997903564,0.997903564,0.997903564,0,0,0.000000000
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,B,Copper,0.997903564,0.997903564,0.997903564,0,0,0.000000000
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,R,Cable/Fiber,0.002096436,0.002096436,0.002096436,0.002096436,0,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,B,Cable/Fiber,0.002096436,0.002096436,0.002096436,0.002096436,0.000000000,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,R,Cable,0.000000000,0,0,0,0,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,B,Cable,0.000000000,0,0,0,0,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,R,Fiber,0.002096436,0.002096436,0.002096436,0.002096436,0,0.000000000
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,B,Fiber,0.002096436,0.002096436,0.002096436,0.002096436,0,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,R,All Fixed Wireless,0.637316562,0.637316562,0.637316562,0.540880503,0,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,B,All Fixed Wireless,0.761006289,0.761006289,0.761006289,0.591194969,0,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,R,Unlicensed Fixed Wireless,0,0,0,0,0.000000000,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,B,Unlicensed Fixed Wireless,0.000000000,0,0,0,0,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,R,Licensed Fixed Wireless,0.637316562,0.637316562,0.637316562,0.540880503,0,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,B,Licensed Fixed Wireless,0.761006289,0.761006289,0.761006289,0.591194969,0.000000000,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,R,Other,0,0.000000000,0,0,0,0
Total,Census Place,2871600,Sunflower,"Sunflower, MS",477,B,Other,0.000000000,0,0,0,0,0
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.642857143,0.642857143
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.371428571,0.371428571
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,R,All Wired,0.642857143,0.642857143,0.642857143,0.642857143,0.642857143,0.642857143
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,B,All Wired,0.371428571,0.371428571,0.371428571,0.371428571,0.371428571,0.371428571
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,R,Any Terrestrial,0.657142857,0.657142857,0.657142857,0.642857143,0.642857143,0.642857143
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,B,Any Terrestrial,0.857142857,0.828571429,0.828571429,0.714285714,0.371428571,0.371428571
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,R,All Wired and Licensed Fixed Wireless,0.657142857,0.657142857,0.657142857,0.642857143,0.642857143,0.642857143
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,B,All Wired and Licensed Fixed Wireless,0.857142857,0.828571429,0.828571429,0.714285714,0.371428571,0.371428571
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,R,Copper,0.628571429,0.628571429,0.314285714,0,0,0
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,B,Copper,0.357142857,0.357142857,0.242857143,0,0,0
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,R,Cable/Fiber,0.642857143,0.642857143,0.642857143,0.642857143,0.642857143,0.642857143
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,B,Cable/Fiber,0.371428571,0.371428571,0.371428571,0.371428571,0.371428571,0.371428571
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,R,Cable,0,0,0,0.000000000,0,0
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,B,Cable,0,0,0,0,0.000000000,0
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,R,Fiber,0.642857143,0.642857143,0.642857143,0.642857143,0.642857143,0.642857143
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,B,Fiber,0.371428571,0.371428571,0.371428571,0.371428571,0.371428571,0.371428571
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,R,All Fixed Wireless,0.485714286,0.457142857,0.457142857,0.342857143,0,0
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,B,All Fixed Wireless,0.842857143,0.814285714,0.814285714,0.385714286,0.000000000,0
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,R,Unlicensed Fixed Wireless,0,0,0,0,0.000000000,0
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,B,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,R,Licensed Fixed Wireless,0.485714286,0.457142857,0.457142857,0.342857143,0,0
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,B,Licensed Fixed Wireless,0.842857143,0.814285714,0.814285714,0.385714286,0,0
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,R,Other,0,0,0,0.000000000,0,0
Total,Census Place,2872040,Sylvarena,"Sylvarena, MS",70,B,Other,0,0,0,0.000000000,0,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,2872080,Symonds,"Symonds, MS",65,R,All Wired,0.015384615,0,0,0,0,0.000000000
Total,Census Place,2872080,Symonds,"Symonds, MS",65,B,All Wired,0.015384615,0,0,0,0,0.000000000
Total,Census Place,2872080,Symonds,"Symonds, MS",65,R,Any Terrestrial,0.753846154,0.753846154,0.753846154,0,0,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,B,Any Terrestrial,0.769230769,0.769230769,0.769230769,0,0.000000000,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,R,All Wired and Licensed Fixed Wireless,0.753846154,0.753846154,0.753846154,0,0,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,B,All Wired and Licensed Fixed Wireless,0.769230769,0.769230769,0.769230769,0,0,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,R,Copper,0.015384615,0,0,0,0,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,B,Copper,0.015384615,0,0,0,0,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,R,Cable/Fiber,0.000000000,0,0,0,0,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,B,Cable/Fiber,0,0,0,0,0,0.000000000
Total,Census Place,2872080,Symonds,"Symonds, MS",65,R,Cable,0,0,0.000000000,0,0,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,B,Cable,0,0,0,0,0.000000000,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,R,Fiber,0.000000000,0,0,0,0,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,B,Fiber,0.000000000,0,0,0,0,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,R,All Fixed Wireless,0.753846154,0.753846154,0.753846154,0,0,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,B,All Fixed Wireless,0.769230769,0.769230769,0.769230769,0,0,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,R,Unlicensed Fixed Wireless,0,0,0,0,0.000000000,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,B,Unlicensed Fixed Wireless,0.000000000,0,0,0,0,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,R,Licensed Fixed Wireless,0.753846154,0.753846154,0.753846154,0.000000000,0,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,B,Licensed Fixed Wireless,0.769230769,0.769230769,0.769230769,0,0,0
Total,Census Place,2872080,Symonds,"Symonds, MS",65,R,Other,0,0,0,0,0,0.000000000
Total,Census Place,2872080,Symonds,"Symonds, MS",65,B,Other,0,0,0,0,0,0.000000000
Total,Census Place,2872360,Taylor,"Taylor, MS",232,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.939655172,0.939655172
Total,Census Place,2872360,Taylor,"Taylor, MS",232,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.564655172,0.564655172
Total,Census Place,2872360,Taylor,"Taylor, MS",232,R,All Wired,0.943965517,0.943965517,0.939655172,0.939655172,0.939655172,0.939655172
Total,Census Place,2872360,Taylor,"Taylor, MS",232,B,All Wired,0.620689655,0.607758621,0.568965517,0.564655172,0.564655172,0.564655172
Total,Census Place,2872360,Taylor,"Taylor, MS",232,R,Any Terrestrial,0.961206897,0.956896552,0.956896552,0.939655172,0.939655172,0.939655172
Total,Census Place,2872360,Taylor,"Taylor, MS",232,B,Any Terrestrial,0.844827586,0.827586207,0.823275862,0.728448276,0.564655172,0.564655172
Total,Census Place,2872360,Taylor,"Taylor, MS",232,R,All Wired and Licensed Fixed Wireless,0.961206897,0.956896552,0.956896552,0.939655172,0.939655172,0.939655172
Total,Census Place,2872360,Taylor,"Taylor, MS",232,B,All Wired and Licensed Fixed Wireless,0.844827586,0.827586207,0.823275862,0.728448276,0.564655172,0.564655172
Total,Census Place,2872360,Taylor,"Taylor, MS",232,R,Copper,0.327586207,0.297413793,0.008620690,0,0,0
Total,Census Place,2872360,Taylor,"Taylor, MS",232,B,Copper,0.327586207,0.297413793,0.008620690,0,0,0
Total,Census Place,2872360,Taylor,"Taylor, MS",232,R,Cable/Fiber,0.939655172,0.939655172,0.939655172,0.939655172,0.939655172,0.939655172
Total,Census Place,2872360,Taylor,"Taylor, MS",232,B,Cable/Fiber,0.564655172,0.564655172,0.564655172,0.564655172,0.564655172,0.564655172
Total,Census Place,2872360,Taylor,"Taylor, MS",232,R,Cable,0,0.000000000,0,0,0,0
Total,Census Place,2872360,Taylor,"Taylor, MS",232,B,Cable,0,0,0,0,0,0.000000000
Total,Census Place,2872360,Taylor,"Taylor, MS",232,R,Fiber,0.939655172,0.939655172,0.939655172,0.939655172,0.939655172,0.939655172
Total,Census Place,2872360,Taylor,"Taylor, MS",232,B,Fiber,0.564655172,0.564655172,0.564655172,0.564655172,0.564655172,0.564655172
Total,Census Place,2872360,Taylor,"Taylor, MS",232,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2872360,Taylor,"Taylor, MS",232,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,2872360,Taylor,"Taylor, MS",232,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2872360,Taylor,"Taylor, MS",232,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2872360,Taylor,"Taylor, MS",232,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,2872360,Taylor,"Taylor, MS",232,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,2872360,Taylor,"Taylor, MS",232,R,All Fixed Wireless,0.771551724,0.750000000,0.750000000,0.586206897,0,0
Total,Census Place,2872360,Taylor,"Taylor, MS",232,B,All Fixed Wireless,0.754310345,0.732758621,0.728448276,0.607758621,0,0
Total,Census Place,2872360,Taylor,"Taylor, MS",232,R,Unlicensed Fixed Wireless,0,0,0,0,0.000000000,0
Total,Census Place,2872360,Taylor,"Taylor, MS",232,B,Unlicensed Fixed Wireless,0,0,0,0,0.000000000,0
Total,Census Place,2872360,Taylor,"Taylor, MS",232,R,Licensed Fixed Wireless,0.771551724,0.750000000,0.750000000,0.586206897,0,0
Total,Census Place,2872360,Taylor,"Taylor, MS",232,B,Licensed Fixed Wireless,0.754310345,0.732758621,0.728448276,0.607758621,0,0
Total,Census Place,2872360,Taylor,"Taylor, MS",232,R,Other,0,0,0,0,0.000000000,0
Total,Census Place,2872360,Taylor,"Taylor, MS",232,B,Other,0,0.000000000,0,0,0,0
Total,Census Place,2872400,Taylorsville,"Taylorsville, MS",700,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.685714286,0.685714286
Total,Census Place,2872400,Taylorsville,"Taylorsville, MS",700,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.335714286,0.335714286
Total,Census Place,2872400,Taylorsville,"Taylorsville, MS",700,R,All Wired,0.822857143,0.815714286,0.685714286,0.685714286,0.685714286,0.685714286
Total,Census Place,2872400,Taylorsville,"Taylorsville, MS",700,B,All Wired,0.814285714,0.775714286,0.335714286,0.335714286,0.335714286,0.335714286
Total,Census Place,2872400,Taylorsville,"Taylorsville, MS",700,R,Any Terrestrial,0.827142857,0.821428571,0.737142857,0.714285714,0.685714286,0.685714286
Total,Census Place,2872400,Taylorsville,"Taylorsville, MS",700,B,Any Terrestrial,0.877142857,0.868571429,0.761428571,0.687142857,0.335714286,0.335714286
Total,Census Place,2872400,Taylorsville,"Taylorsville, MS",700,R,All Wired and Licensed Fixed Wireless,0.827142857,0.821428571,0.737142857,0.714285714,0.685714286,0.685714286
Total,Census Place,2872400,Taylorsville,"Taylorsville, MS",700,B,All Wired and Licensed Fixed Wireless,0.877142857,0.868571429,0.761428571,0.687142857,0.335714286,0.335714286
Total,Census Place,2872400,Taylorsville,"Taylorsville, MS",700,R,Copper,0.632857143,0.585714286,0,0,0,0
Total,Census Place,2872400,Taylorsville,"Taylorsville, MS",700,B,Copper,0.632857143,0.585714286,0,0,0,0
Total,Census Place,2872400,Taylorsville,"Taylorsville, MS",700,R,Cable/Fiber,0.685714286,0.685714286,0.685714286,0.685714286,0.685714286,0.685714286
Total,Census Place,2872400,Taylorsville,"Taylorsville, MS",700,B,Cable/Fiber,0.335714286,0.335714286,0.335714286,0.335714286,0.335714286,0.335714286
Total,Census Place,2872400,Taylorsville,"Taylorsville, MS",700,R,Cable,0.000000000,0,0,0,0,0
Total,Census Place,2872400,Taylorsville,"Taylorsville, MS",700,B,Cable,0.000000000,0,0,0,0,0
Total,Census Place,2872400,Taylorsville,"Taylorsville, MS",700,R,Fiber,0.685714286,0.685714286,0.685714286,0.685714286,0.685714286,0.685714286
Total,Census Place,2872400,Taylorsville,"Taylorsville, MS",700,B,Fiber,0.335714286,0.335714286,0.335714286,0.335714286,0.335714286,0.335714286
Total,Census Place,2872400,Taylorsville,"Taylorsville, MS",700,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
